desc_epigrafe,id_local,id_epigrafe,id_distrito_local,desc_distrito_local,total_local_act,total_locales,target,total_ab_dist_17_19,part_ab_dist_17_19,desc_tipo_agrup,lat,lon,id_act_normdesc_act_norm,rotulo,points_in_radius,Población,Hombre,Mujeres,Densidad (Habitantes / Ha.),Edad promedio,Total Hogares,Españoles,Extranjeros,Mixtos,España fuera barrio dia laboral,Extranjero fuera barrio dia laboral,Total fuera barrio dia laboral,España fuera barrio fin semana,Extranjero fuera barrio fin semana,Total fuera barrio fin semana,Total barrio dia laboral,Total barrio fin semana,Total trabajo dia laboral,Total trabajo fin semana,total_TF_week,ratio_t_total,ratio_fb_total,ratio_b_total,dist_type
"COMERCIO AL POR MENOR DE  PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION",10002495,472404,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.42727818449274,-3.703907570487308,,PANADERIA DE LA ESQUINA,6,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE CASQUERIA,10002550,472207,1,CENTRO              ,819,12178,0,2847,288,Mercado Municipal,40.41144392055849,-3.698839681303274,,CASQUERIA,0,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE CHARCUTERIA,10002604,472202,1,CENTRO              ,819,12178,0,2847,288,Galeria de Alimentacion,40.408462803099965,-3.7105354283185408,,SALCHICHERIA REDUELLO,11,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE CARNICERIA,10002718,472201,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.42355634866216,-3.708513300547759,,SUPER ASIA,6,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
CENTROS DE BRONCEADO,10002742,960205,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.4227488137558,-3.70944786786931,,HOTEL SENATOR ESPAÑA,2,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,10002751,472402,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.4237938057238,-3.6946058477606414,,KATY BAKERY,9,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,10002856,472407,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.422329320655514,-3.708806912496739,,TEATRO COMPAC GRAN VIA                            ,17,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,10002956,472407,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.40755580438382,-3.7012036758460627,,ROYAL BENGOL,24,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",10002986,472403,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.422506658512944,-3.70040407463183,,EL 3 DE GALDOS,25,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
CENTROS DE BRONCEADO,10002987,960205,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.42155088486323,-3.69905035264025,,PELUQUERIA MAKETUBE,3,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,10003013,472407,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.4165348167108,-3.703182791753391,,PAPIZZA,28,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,10003100,472407,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.42331441503654,-3.702392854467682,,R0TULO NO INFORMADO,49,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,10003117,472407,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.41640842607074,-3.701743474261851,,LA TABERNA DE LAS VIEIRAS,28,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
CENTROS DE TATUAJE Y/O ANILLADO,10003121,960901,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.427320255073255,-3.7014324782278445,,LA MANO ZURDA,13,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
CENTROS DE TATUAJE Y/O ANILLADO,10003138,960901,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.42685554404381,-3.706732457356361,,SAINTS SINNERS ,12,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",10003244,472403,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.422102177091595,-3.707649315069116,,GRANIER,9,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,10003280,472302,1,CENTRO              ,819,12178,0,2847,288,Centro Comercial,40.41537175478386,-3.709229055662401,,DANIEL  SORLUT / PTOS 66 Y 67,18,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",10003304,472403,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.42190644592102,-3.6998438199084513,,PANNUS,21,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE CARNICERIA,10003305,472201,1,CENTRO              ,819,12178,0,2847,288,Mercado Municipal,40.4268475079295,-3.6991641322671356,,C. ANTONIO FERNANDEZ                              ,7,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE CHARCUTERIA,10003307,472202,1,CENTRO              ,819,12178,0,2847,288,Mercado Municipal,40.4268475079295,-3.6991641322671356,,LA CHARCUTERIA DE OCTAVIO,14,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,10003309,472407,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.41541985365498,-3.7013442416442954,,SHUKRAN CORNER,34,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,10003341,472407,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.41379713970348,-3.7118407809338376,,LA CANASTA,21,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
REPARACION DE OTROS EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO N.C.O.P.,10003365,952005,1,CENTRO              ,819,12178,0,2847,288,Pasaje comercial,40.415164309970734,-3.7033688975043235,,FOTO FOKUS,12,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
CENTROS DE TATUAJE Y/O ANILLADO,10003366,960901,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.42225592532055,-3.701639205638342,,ESTIGMA TATTOO,17,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",10003412,472403,1,CENTRO              ,819,12178,0,2847,288,Centro Comercial,40.41537175478386,-3.709229055662401,,HORNO SAN ONOFRE / PASTELERIA / PTOS 27 Y 28,12,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE CHARCUTERIA,10003414,472202,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.4119436194558,-3.709994519013562,,ALMA DE IBERICO,17,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,10003433,472402,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.41658588803339,-3.7051517406020285,,JALEO,13,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE CHARCUTERIA,10003503,472202,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.41788865753286,-3.708677796567418,,SIN ESPECIFICAR,13,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,10003510,472407,1,CENTRO              ,819,12178,0,2847,288,Centro Comercial,40.41537175478386,-3.709229055662401,,KIREI / PTOS 59 Y 60,25,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
ACTIVIDADES DE LOS GIMNASIOS,10003512,931008,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.42950424380153,-3.7067248165845497,,MUESTRA,9,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE CHARCUTERIA,10003575,472202,1,CENTRO              ,819,12178,0,2847,288,Centro Comercial,40.41537175478386,-3.709229055662401,,MAS GOURMETS DEL EMBOTIT / PTO 4 Y 18,16,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,10003592,476403,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.42159716253335,-3.701820965927106,,CONSUELA                                          ,14,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,10003601,472407,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.42400863956699,-3.7023057699657773,,ALLO PIZZA AQUI NO HAY SECRETO...,43,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE CARNICERIA,10003620,472201,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.423715682588295,-3.7089747110688496,,CARNICERIA QUING TIAN                             ,6,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",20000014,472403,2,ARGANZUELA          ,394,5522,0,1306,108,SIN AGRUPACION,40.40320233330046,-3.703032249414834,,SIN INFORMAR (PANADERIA-PASTELERIA),5,123013,56064,66949,238.04674780455818,44.5454007670801,65005,56759,2798,5448,900033,45873,945906,359245,18421,377666,655916,254049,190696,55740,2479973,0.09937043669427047,0.533704197586022,0.3669253657197074,3
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",20000034,472206,2,ARGANZUELA          ,394,5522,0,1306,108,Mercado Municipal,40.39495541004086,-3.696171269761081,,POLLERIA,8,123013,56064,66949,238.04674780455818,44.5454007670801,65005,56759,2798,5448,900033,45873,945906,359245,18421,377666,655916,254049,190696,55740,2479973,0.09937043669427047,0.533704197586022,0.3669253657197074,3
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",20000038,472206,2,ARGANZUELA          ,394,5522,0,1306,108,Galeria de Alimentacion,40.40995718051667,-3.7194728534446377,,POLLERIA,4,123013,56064,66949,238.04674780455818,44.5454007670801,65005,56759,2798,5448,900033,45873,945906,359245,18421,377666,655916,254049,190696,55740,2479973,0.09937043669427047,0.533704197586022,0.3669253657197074,3
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",20000044,472206,2,ARGANZUELA          ,394,5522,0,1306,108,Mercado Municipal,40.40289523850478,-3.6971958240358647,,AVES HUEVOS Y CAZA LA SEGOVIANA,5,123013,56064,66949,238.04674780455818,44.5454007670801,65005,56759,2798,5448,900033,45873,945906,359245,18421,377666,655916,254049,190696,55740,2479973,0.09937043669427047,0.533704197586022,0.3669253657197074,3
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",20000047,472206,2,ARGANZUELA          ,394,5522,0,1306,108,Mercado Municipal,40.40289523850478,-3.6971958240358647,,RIOPINOSO AVES CAZA GOURMET,5,123013,56064,66949,238.04674780455818,44.5454007670801,65005,56759,2798,5448,900033,45873,945906,359245,18421,377666,655916,254049,190696,55740,2479973,0.09937043669427047,0.533704197586022,0.3669253657197074,3
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",20000049,472206,2,ARGANZUELA          ,394,5522,0,1306,108,Galeria de Alimentacion,40.40995718051667,-3.7194728534446377,,POLLERIA,4,123013,56064,66949,238.04674780455818,44.5454007670801,65005,56759,2798,5448,900033,45873,945906,359245,18421,377666,655916,254049,190696,55740,2479973,0.09937043669427047,0.533704197586022,0.3669253657197074,3
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",20000053,472206,2,ARGANZUELA          ,394,5522,0,1306,108,Galeria de Alimentacion,40.399874183026114,-3.7021609617924076,,HUEVOS Y CAZA,1,123013,56064,66949,238.04674780455818,44.5454007670801,65005,56759,2798,5448,900033,45873,945906,359245,18421,377666,655916,254049,190696,55740,2479973,0.09937043669427047,0.533704197586022,0.3669253657197074,3
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,20000156,472302,2,ARGANZUELA          ,394,5522,0,1306,108,SIN AGRUPACION,40.40348530918749,-3.6934543943939895,,SUPERMERCADO AHORRAMAS,14,123013,56064,66949,238.04674780455818,44.5454007670801,65005,56759,2798,5448,900033,45873,945906,359245,18421,377666,655916,254049,190696,55740,2479973,0.09937043669427047,0.533704197586022,0.3669253657197074,3
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA CON OBRADOR",20000157,472205,2,ARGANZUELA          ,394,5522,0,1306,108,Mercado Municipal,40.39495541004086,-3.696171269761081,,"AVES, HUEVOS Y CAZA",0,123013,56064,66949,238.04674780455818,44.5454007670801,65005,56759,2798,5448,900033,45873,945906,359245,18421,377666,655916,254049,190696,55740,2479973,0.09937043669427047,0.533704197586022,0.3669253657197074,3
"COMERCIO AL POR MENOR DE  PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION",20000179,472404,2,ARGANZUELA          ,394,5522,0,1306,108,SIN AGRUPACION,40.40506277482114,-3.7140469332671393,,PASTELERIA CRISAND,3,123013,56064,66949,238.04674780455818,44.5454007670801,65005,56759,2798,5448,900033,45873,945906,359245,18421,377666,655916,254049,190696,55740,2479973,0.09937043669427047,0.533704197586022,0.3669253657197074,3
COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,20000182,472402,2,ARGANZUELA          ,394,5522,0,1306,108,SIN AGRUPACION,40.40623620589925,-3.712220855285706,,CAFE Y TE,3,123013,56064,66949,238.04674780455818,44.5454007670801,65005,56759,2798,5448,900033,45873,945906,359245,18421,377666,655916,254049,190696,55740,2479973,0.09937043669427047,0.533704197586022,0.3669253657197074,3
